stock_code,trading_days,date_span,completeness,max_gap,extreme_changes,max_zero_streak,avg_volume,start_date,end_date,score
601390.SH,970,1457,0.665751544269046,11.0,0,0,1065338.0659793816,2020-01-02,2023-12-29,587.6384923760104
300182.SZ,970,1457,0.665751544269046,11.0,2,5,1056902.212371134,2020-01-02,2023-12-29,587.636902378841
002031.SZ,970,1457,0.665751544269046,11.0,0,0,1056447.3298969073,2020-01-02,2023-12-29,587.6368162819523
002400.SZ,970,1457,0.665751544269046,11.0,0,0,1047224.8082474227,2020-01-02,2023-12-29,587.6350626680123
000001.SZ,970,1457,0.665751544269046,11.0,0,0,1046175.3556701031,2020-01-02,2023-12-29,587.6348621422494
601975.SH,970,1457,0.665751544269046,11.0,0,0,1044251.950515464,2020-01-02,2023-12-29,587.6344941019255
000723.SZ,970,1457,0.665751544269046,11.0,0,0,1012996.9711340206,2020-01-02,2023-12-29,587.6284165964368
601216.SH,970,1457,0.665751544269046,11.0,1,0,1003256.4144329897,2020-01-02,2023-12-29,587.6264841760601
601377.SH,970,1457,0.665751544269046,11.0,0,6,994516.0958762887,2020-01-02,2023-12-29,587.6247341538673
601016.SH,970,1457,0.665751544269046,11.0,0,6,992197.8886597938,2020-01-02,2023-12-29,587.6242674121112
600022.SH,970,1457,0.665751544269046,11.0,0,0,982703.2752577319,2020-01-02,2023-12-29,587.6223443433295
600418.SH,970,1457,0.665751544269046,11.0,0,0,979834.6175257732,2020-01-02,2023-12-29,587.6217596602286
601328.SH,970,1457,0.665751544269046,11.0,0,0,973195.1092783505,2020-01-02,2023-12-29,587.6203998187607
600019.SH,970,1457,0.665751544269046,11.0,0,0,950727.7969072165,2020-01-02,2023-12-29,587.6157284651775
601005.SH,970,1457,0.665751544269046,11.0,0,0,946854.4,2020-01-02,2023-12-29,587.614911973916
002602.SZ,970,1457,0.665751544269046,11.0,0,0,941655.5298969072,2020-01-02,2023-12-29,587.613810814182
300315.SZ,970,1457,0.665751544269046,11.0,1,0,936609.3288659793,2020-01-02,2023-12-29,587.6127361610997
600031.SH,970,1457,0.665751544269046,11.0,0,0,930744.3360824742,2020-01-02,2023-12-29,587.6114798365165
000591.SZ,970,1457,0.665751544269046,11.0,0,0,922536.4484536082,2020-01-02,2023-12-29,587.6097082900774
601939.SH,970,1457,0.665751544269046,11.0,0,0,908678.0010309279,2020-01-02,2023-12-29,587.6066810756796
002239.SZ,970,1457,0.665751544269046,11.0,0,3,904576.9649484536,2020-01-02,2023-12-29,587.6057763957248
003816.SZ,970,1457,0.665751544269046,11.0,0,0,883875.924742268,2020-01-02,2023-12-29,587.6011462616614
000002.SZ,970,1457,0.665751544269046,11.0,0,0,876755.1917525773,2020-01-02,2023-12-29,587.5995284863852
300026.SZ,970,1457,0.665751544269046,11.0,3,0,875270.2134020618,2020-01-02,2023-12-29,587.5991894554542
601985.SH,970,1457,0.665751544269046,11.0,0,0,875198.530927835,2020-01-02,2023-12-29,587.5991730752949
600111.SH,970,1457,0.665751544269046,11.0,0,0,873384.0927835051,2020-01-02,2023-12-29,587.5987580107286
300185.SZ,970,1457,0.665751544269046,11.0,4,4,867301.3515463917,2020-01-02,2023-12-29,587.5973602259589
601166.SH,970,1457,0.665751544269046,11.0,0,0,863242.7298969072,2020-01-02,2023-12-29,587.5964221107283
002797.SZ,970,1457,0.665751544269046,11.0,0,0,861999.1041237114,2020-01-02,2023-12-29,587.5961337744446
000932.SZ,970,1457,0.665751544269046,11.0,0,0,857857.6907216494,2020-01-02,2023-12-29,587.5951705741123
600919.SH,970,1457,0.665751544269046,11.0,0,6,857562.4927835051,2020-01-02,2023-12-29,587.5951017402256
002426.SZ,970,1457,0.665751544269046,11.0,0,1,853337.1979381443,2020-01-02,2023-12-29,587.5941138860529
600089.SH,970,1457,0.665751544269046,11.0,0,0,847111.344329897,2020-01-02,2023-12-29,587.5926493609113
002456.SZ,970,1457,0.665751544269046,11.0,0,0,845762.7381443299,2020-01-02,2023-12-29,587.5923307064073
002241.SZ,970,1457,0.665751544269046,11.0,0,0,834075.5567010309,2020-01-02,2023-12-29,587.5895477347036
601360.SH,970,1457,0.665751544269046,11.0,0,0,833494.9,2020-01-02,2023-12-29,587.5894084527858
600863.SH,970,1457,0.665751544269046,11.0,0,0,830361.2030927835,2020-01-02,2023-12-29,587.588655095127
000807.SZ,970,1457,0.665751544269046,11.0,0,0,828167.0731958763,2020-01-02,2023-12-29,587.5881259203009
600048.SH,970,1457,0.665751544269046,11.0,0,0,823412.8319587628,2020-01-02,2023-12-29,587.5869744777102
